uid,authors,pub_year,pub_month,title,summary
28615701,"Martinez-Palomo A","2016","Aug","Revisiting Zika (and Rubella).","Martinez-Palomo A.Revisiting Zika (and Rubella). J Public Health Policy. 2016 Aug; 37(3):273-276." 
28617719,"Nascimento OJM, da Silva IRF","2017","Oct","Guillain-Barré syndrome and Zika virus outbreaks.","Nascimento OJM, da Silva IRF.Guillain-Barré syndrome and Zika virus outbreaks. Curr Opin Neurol. 2017 Oct; 30(5):500-507." 
28617773,"Shapiro-Mendoza CK, Rice ME, Galang RR, Fulton AC, VanMaldeghem K, Prado MV, Ellis E, Anesi MS, Simeone RM, Petersen EE, Ellington SR, Jones AM, Williams T, Reagan-Steiner S, Perez-Padilla J, Deseda CC, Beron A, Tufa AJ, Rosinger A, Roth NM, Green C, Martin S, Lopez CD, deWilde L, Goodwin M, Pagano HP, Mai CT, Gould C, Zaki S, Ferrer LN, Davis MS, Lathrop E, Polen K, Cragan JD, Reynolds M, Newsome KB, Huertas MM, Bhatangar J, Quiñones AM, Nahabedian JF, Adams L, Sharp TM, Hancock WT, Rasmussen SA, Moore CA, Jamieson DJ, Munoz-Jordan JL, Garstang H, Kambui A, Masao C, Honein MA, Meaney-Delman D","2017","Jun","Pregnancy Outcomes After Maternal Zika Virus Infection During Pregnancy - U.S. Territories, January 1, 2016-April 25, 2017.","Shapiro-Mendoza CK, Rice ME, Galang RR, Fulton AC, VanMaldeghem K, Prado MV, Ellis E, Anesi MS, Simeone RM, Petersen EE, Ellington SR, Jones AM, Williams T, Reagan-Steiner S, Perez-Padilla J, Deseda CC, Beron A, Tufa AJ, Rosinger A, Roth NM, Green C, Martin S, Lopez CD, deWilde L, Goodwin M, Pagano HP, Mai CT, Gould C, Zaki S, Ferrer LN, Davis MS, Lathrop E, Polen K, Cragan JD, Reynolds M, Newsome KB, Huertas MM, Bhatangar J, Quiñones AM, Nahabedian JF, Adams L, Sharp TM, Hancock WT, Rasmussen SA, Moore CA, Jamieson DJ, Munoz-Jordan JL, Garstang H, Kambui A, Masao C, Honein MA, Meaney-Delman D.Pregnancy Outcomes After Maternal Zika Virus Infection During Pregnancy - U.S. Territories, January 1, 2016-April 25, 2017. MMWR Morb Mortal Wkly Rep. 2017 Jun 16; 66(23):615-621." 
28617808,"Lourenço-de-Oliveira R, Failloux AB","2017","Jun","Lessons learned on Zika virus vectors.","Lourenço-de-Oliveira R, Failloux AB.Lessons learned on Zika virus vectors. PLoS Negl Trop Dis. 2017 Jun; 11(6):e0005511." 
28618230,"Abdelhameed RM, Kamel OMHM, Amr A, Rocha J, Silva AMS","2017","Jul","Antimosquito Activity of a Titanium-Organic Framework Supported on Fabrics.","Abdelhameed RM, Kamel OMHM, Amr A, Rocha J, Silva AMS.Antimosquito Activity of a Titanium-Organic Framework Supported on Fabrics. ACS Appl Mater Interfaces. 2017 Jul 12; 9(27):22112-22120." 
28620040,"Moore SJ, MacDonald JT, Freemont PS","2017","Jun","Cell-free synthetic biology for <i>in vitro</i> prototype engineering.","Moore SJ, MacDonald JT, Freemont PS.Cell-free synthetic biology for <i>in vitro</i> prototype engineering. Biochem Soc Trans. 2017 Jun 15; 45(3):785-791." 
28622038,"Bode L, Vraga EK","2017","Jun","See Something, Say Something: Correction of Global Health Misinformation on Social Media.","Bode L, Vraga EK.See Something, Say Something: Correction of Global Health Misinformation on Social Media. Health Commun. 2017 Jun 16; :1-10." 
28622059,"Oo HH, Balne PK, Agrawal R","2017","Jun","Author's Reply: Zika Virus Infection and Ophthalmic Examination in Newborn.","Oo HH, Balne PK, Agrawal R.Author's Reply: Zika Virus Infection and Ophthalmic Examination in Newborn. Ocul Immunol Inflamm. 2017 Jun 16; :1." 
28622346,"Brody T, Yavatkar AS, Park DS, Kuzin A, Ross J, Odenwald WF","2017","Jun","Flavivirus and Filovirus EvoPrinters: New alignment tools for the comparative analysis of viral evolution.","Brody T, Yavatkar AS, Park DS, Kuzin A, Ross J, Odenwald WF.Flavivirus and Filovirus EvoPrinters: New alignment tools for the comparative analysis of viral evolution. PLoS Negl Trop Dis. 2017 Jun; 11(6):e0005673." 
28623165,"Marquezan MC, Ventura CV, Sheffield JS, Golden WC, Omiadze R, Belfort R Jr, May W","2017","Jun","Ocular effects of Zika virus-a review.","Marquezan MC, Ventura CV, Sheffield JS, Golden WC, Omiadze R, Belfort R Jr, May W.Ocular effects of Zika virus-a review. Surv Ophthalmol. 2017 Jun 13; " 
28625886,"Costa F, Carvalho-Pereira T, Begon M, Riley L, Childs J","2017","Sep","Zoonotic and Vector-Borne Diseases in Urban Slums: Opportunities for Intervention.","Costa F, Carvalho-Pereira T, Begon M, Riley L, Childs J.Zoonotic and Vector-Borne Diseases in Urban Slums: Opportunities for Intervention. Trends Parasitol. 2017 Sep; 33(9):660-662." 
28626536,"Choo MS, Blackwood RA","2017","May","School-Based Health Education in Yucatan, Mexico about the Chikungunya Virus and Mosquito Illness Prevention.","Choo MS, Blackwood RA.School-Based Health Education in Yucatan, Mexico about the Chikungunya Virus and Mosquito Illness Prevention. Infect Dis Rep. 2017 May 31; 9(2):6894." 
28627851,"Eperon G, Schibler M, Wagner N, Chappuis F, Eperon I","2017","May","Zika virus: practical guidelines.","Eperon G, Schibler M, Wagner N, Chappuis F, Eperon I.Zika virus: practical guidelines. Rev Med Suisse. 2017 May 3; 13(561):938-943." 
28628450,"Rodriguez-Valero N, Borobia AM, Lago M, Sánchez-Seco MP, de Ory F, Vázquez A, Pérez-Arellano JL, Rodríguez CC, Martínez MJ, Capón A, Cañas E, Salas-Coronas J, Galparsoro AA, Muñoz J","2017","Aug","Zika Virus Screening among Spanish Team Members After 2016 Rio de Janeiro, Brazil, Olympic Games.","Rodriguez-Valero N, Borobia AM, Lago M, Sánchez-Seco MP, de Ory F, Vázquez A, Pérez-Arellano JL, Rodríguez CC, Martínez MJ, Capón A, Cañas E, Salas-Coronas J, Galparsoro AA, Muñoz J.Zika Virus Screening among Spanish Team Members After 2016 Rio de Janeiro, Brazil, Olympic Games. Emerg Infect Dis. 2017 Aug; 23(8):1426-1428." 
28628464,"Ayllón T, Campos RM, Brasil P, Morone FC, Câmara DCP, Meira GLS, Tannich E, Yamamoto KA, Carvalho MS, Pedro RS, Schmidt-Chanasit J, Cadar D, Ferreira DF, Honório NA","2017","Aug","Early Evidence for Zika Virus Circulation among Aedes aegypti Mosquitoes, Rio de Janeiro, Brazil.","Ayllón T, Campos RM, Brasil P, Morone FC, Câmara DCP, Meira GLS, Tannich E, Yamamoto KA, Carvalho MS, Pedro RS, Schmidt-Chanasit J, Cadar D, Ferreira DF, Honório NA.Early Evidence for Zika Virus Circulation among Aedes aegypti Mosquitoes, Rio de Janeiro, Brazil. Emerg Infect Dis. 2017 Aug; 23(8):1411-1412." 
28630032,"Miller M, Banerjee T, Muppalla R, Romine W, Sheth A","2017","Jun","What Are People Tweeting About Zika? An Exploratory Study Concerning Its Symptoms, Treatment, Transmission, and Prevention.","Miller M, Banerjee T, Muppalla R, Romine W, Sheth A.What Are People Tweeting About Zika? An Exploratory Study Concerning Its Symptoms, Treatment, Transmission, and Prevention. JMIR Public Health Surveill. 2017 Jun 19; 3(2):e38." 
28630444,"Tjaden NB, Suk JE, Fischer D, Thomas SM, Beierkuhnlein C, Semenza JC","2017","Jun","Modelling the effects of global climate change on Chikungunya transmission in the 21<sup>st</sup> century.","Tjaden NB, Suk JE, Fischer D, Thomas SM, Beierkuhnlein C, Semenza JC.Modelling the effects of global climate change on Chikungunya transmission in the 21<sup>st</sup> century. Sci Rep. 2017 Jun 19; 7(1):3813." 
28630988,"Hamer DH, Chen LH, Libman M, Grobusch MP, Esposito DH","2017","Jun","Travel-Associated Zika Virus Disease.","Hamer DH, Chen LH, Libman M, Grobusch MP, Esposito DH.Travel-Associated Zika Virus Disease. Ann Intern Med. 2017 Jun 20; 166(12):913-914." 
28630989,"Liuzzi G, Castilletti C, Vairo F, Nicastri E, Ippolito G","2017","Jun","Travel-Associated Zika Virus Disease.","Liuzzi G, Castilletti C, Vairo F, Nicastri E, Ippolito G.Travel-Associated Zika Virus Disease. Ann Intern Med. 2017 Jun 20; 166(12):913." 
28631169,"Chu DT, Ngoc VTN, Tao Y","2017","Nov","Zika virus infection in Vietnam: current epidemic, strain origin, spreading risk, and perspective.","Chu DT, Ngoc VTN, Tao Y.Zika virus infection in Vietnam: current epidemic, strain origin, spreading risk, and perspective. Eur J Clin Microbiol Infect Dis. 2017 Nov; 36(11):2041-2042." 
28632511,"Levi ME","2017","Aug","Zika virus: a cause of concern in transplantation?","Levi ME.Zika virus: a cause of concern in transplantation? Curr Opin Infect Dis. 2017 Aug; 30(4):340-345." 
28632838,"Joob B, Wiwanitkit V","2017","Apr","[Infección por el virus Zika en el embarazo y su impacto].","Joob B, Wiwanitkit V.[Infección por el virus Zika en el embarazo y su impacto]. Rev Chilena Infectol. 2017 Apr; 34(2):194." 
28633549,"Durbin A, Wilder-Smith A","2017","Aug","An update on Zika vaccine developments.","Durbin A, Wilder-Smith A.An update on Zika vaccine developments. Expert Rev Vaccines. 2017 Aug; 16(8):781-787." 
28633891,"Reperant LA, Osterhaus ADME","2017","Aug","AIDS, Avian flu, SARS, MERS, Ebola, Zika… what next?","Reperant LA, Osterhaus ADME.AIDS, Avian flu, SARS, MERS, Ebola, Zika… what next? Vaccine. 2017 Aug 16; 35(35 Pt A):4470-4474." 
28633961,"Leguia M, Cruz CD, Felices V, Torre A, Troncos G, Espejo V, Guevara C, Mores C","2017","Oct","Full-genome amplification and sequencing of Zika viruses using a targeted amplification approach.","Leguia M, Cruz CD, Felices V, Torre A, Troncos G, Espejo V, Guevara C, Mores C.Full-genome amplification and sequencing of Zika viruses using a targeted amplification approach. J Virol Methods. 2017 Oct; 248:77-82." 
28634982,"Ahmed QA, Memish ZA","2017","Jun","Zika in Singapore: implications for Saudi Arabia.","Ahmed QA, Memish ZA.Zika in Singapore: implications for Saudi Arabia. East Mediterr Health J. 2017 Jun 14; 23(4):311-313." 
28636449,"Van Meer R, Hohenadel K, Fitzgerald-Husek A, Warshawsky B, Sider D, Schwartz B, Nelder MP","2017","May","Zika Virus in Ontario: Evaluating a Rapid Risk Assessment Tool for Emerging Infectious Disease Threats.","Van Meer R, Hohenadel K, Fitzgerald-Husek A, Warshawsky B, Sider D, Schwartz B, Nelder MP.Zika Virus in Ontario: Evaluating a Rapid Risk Assessment Tool for Emerging Infectious Disease Threats. Health Secur. 2017 May/Jun; 15(3):230-237." 
28636772,"Stephen P, Lin SX","2017","Jun","RNA-dependent RNA polymerase: Addressing Zika outbreak by a phylogeny-based drug target study.","Stephen P, Lin SX.RNA-dependent RNA polymerase: Addressing Zika outbreak by a phylogeny-based drug target study. Chem Biol Drug Des. 2017 Jun 21; " 
28637753,"Wong YH, Goh BC, Lim SY, Teo EW, Lim APC, Dedon PC, Hanson BJ, MacAry PA, Lescar J","2017","Jun","Structural mimicry of the dengue virus envelope glycoprotein revealed by the crystallographic study of an idiotype-anti-idiotype Fab complex.","Wong YH, Goh BC, Lim SY, Teo EW, Lim APC, Dedon PC, Hanson BJ, MacAry PA, Lescar J.Structural mimicry of the dengue virus envelope glycoprotein revealed by the crystallographic study of an idiotype-anti-idiotype Fab complex. J Virol. 2017 Jun 21; " 
28638259,"Ozkurt Z, Tanriverdi EC","2017","Jun","Global Alert: Zika Virus-an Emerging Arbovirus.","Ozkurt Z, Tanriverdi EC.Global Alert: Zika Virus-an Emerging Arbovirus. Eurasian J Med. 2017 Jun; 49(2):142-147." 
28638845,"Bob NS, Bâ H, Fall G, Ishagh E, Diallo MY, Sow A, Sembene PM, Faye O, El Kouri B, Sidi ML, Sall AA","2017","Spring","Detection of the Northeastern African Rift Valley Fever Virus Lineage During the 2015 Outbreak in Mauritania.","Bob NS, Bâ H, Fall G, Ishagh E, Diallo MY, Sow A, Sembene PM, Faye O, El Kouri B, Sidi ML, Sall AA.Detection of the Northeastern African Rift Valley Fever Virus Lineage During the 2015 Outbreak in Mauritania. Open Forum Infect Dis. 2017 Spring; 4(2):ofx087." 
28639081,"Hagmann SHF","2017","Aug","Clinical Impact of Non-Congenital Zika Virus Infection in Infants and Children.","Hagmann SHF.Clinical Impact of Non-Congenital Zika Virus Infection in Infants and Children. Curr Infect Dis Rep. 2017 Aug; 19(8):29." 
28640798,"Reagan-Steiner S, Simeone R, Simon E, Bhatnagar J, Oduyebo T, Free R, Denison AM, Rabeneck DB, Ellington S, Petersen E, Gary J, Hale G, Keating MK, Martines RB, Muehlenbachs A, Ritter J, Lee E, Davidson A, Conners E, Scotland S, Sandhu K, Bingham A, Kassens E, Smith L, St George K, Ahmad N, Tanner M, Beavers S, Miers B, VanMaldeghem K, Khan S, Rabe I, Gould C, Meaney-Delman D, Honein MA, Shieh WJ, Jamieson DJ, Fischer M, Zaki SR","2017","Jun","Evaluation of Placental and Fetal Tissue Specimens for Zika Virus Infection - 50 States and District of Columbia, January-December, 2016.","Reagan-Steiner S, Simeone R, Simon E, Bhatnagar J, Oduyebo T, Free R, Denison AM, Rabeneck DB, Ellington S, Petersen E, Gary J, Hale G, Keating MK, Martines RB, Muehlenbachs A, Ritter J, Lee E, Davidson A, Conners E, Scotland S, Sandhu K, Bingham A, Kassens E, Smith L, St George K, Ahmad N, Tanner M, Beavers S, Miers B, VanMaldeghem K, Khan S, Rabe I, Gould C, Meaney-Delman D, Honein MA, Shieh WJ, Jamieson DJ, Fischer M, Zaki SR.Evaluation of Placental and Fetal Tissue Specimens for Zika Virus Infection - 50 States and District of Columbia, January-December, 2016. MMWR Morb Mortal Wkly Rep. 2017 Jun 23; 66(24):636-643." 
28641808,"Bandyopadhyay D, Qureshi A, Ashish K, Hajra A, Chakraborty S","2017","Jun","Effect of ZIKA virus on adult eyes.","Bandyopadhyay D, Qureshi A, Ashish K, Hajra A, Chakraborty S.Effect of ZIKA virus on adult eyes. Eur J Intern Med. 2017 Jun 19; " 
28643775,"Pantoja P, Pérez-Guzmán EX, Rodríguez IV, White LJ, González O, Serrano C, Giavedoni L, Hodara V, Cruz L, Arana T, Martínez MI, Hassert MA, Brien JD, Pinto AK, de Silva A, Sariol CA","2017","Jun","Zika virus pathogenesis in rhesus macaques is unaffected by pre-existing immunity to dengue virus.","Pantoja P, Pérez-Guzmán EX, Rodríguez IV, White LJ, González O, Serrano C, Giavedoni L, Hodara V, Cruz L, Arana T, Martínez MI, Hassert MA, Brien JD, Pinto AK, de Silva A, Sariol CA.Zika virus pathogenesis in rhesus macaques is unaffected by pre-existing immunity to dengue virus. Nat Commun. 2017 Jun 23; 8:15674." 
28643807,"Wood H","2017","Aug","Infectious disease: Musashi-1 protein could mediate the effects of Zika virus on brain development.","Wood H.Infectious disease: Musashi-1 protein could mediate the effects of Zika virus on brain development. Nat Rev Neurol. 2017 Aug; 13(8):450." 
28644745,"Barzon L, Palù G","2017","Oct","Current views on Zika virus vaccine development.","Barzon L, Palù G.Current views on Zika virus vaccine development. Expert Opin Biol Ther. 2017 Oct; 17(10):1185-1192." 
28645311,"Cumberworth SL, Barrie JA, Cunningham ME, de Figueiredo DPG, Schultz V, Wilder-Smith AJ, Brennan B, Pena LJ, Freitas de Oliveira França R, Linington C, Barnett SC, Willison HJ, Kohl A, Edgar JM","2017","Jun","Zika virus tropism and interactions in myelinating neural cell cultures: CNS cells and myelin are preferentially affected.","Cumberworth SL, Barrie JA, Cunningham ME, de Figueiredo DPG, Schultz V, Wilder-Smith AJ, Brennan B, Pena LJ, Freitas de Oliveira França R, Linington C, Barnett SC, Willison HJ, Kohl A, Edgar JM.Zika virus tropism and interactions in myelinating neural cell cultures: CNS cells and myelin are preferentially affected. Acta Neuropathol Commun. 2017 Jun 23; 5(1):50." 
28645459,"Díaz-Menéndez M, de la Calle-Prieto F, Arsuaga M, Trigo E, Guevara CL, Barreiro P, Crespillo C, Lago M","2017","Jun","[Hotline for Zika virus: experience of a tropical and travel medicine unit].","Díaz-Menéndez M, de la Calle-Prieto F, Arsuaga M, Trigo E, Guevara CL, Barreiro P, Crespillo C, Lago M.[Hotline for Zika virus: experience of a tropical and travel medicine unit]. Gac Sanit. 2017 Jun 20; " 
28646619,"Jungmann P, Pires P, Araujo Júnior E","2017","Sep","Early insights into Zika's microcephaly physiopathology from the epicenter of the outbreak: teratogenic apoptosis in the central nervous system.","Jungmann P, Pires P, Araujo Júnior E.Early insights into Zika's microcephaly physiopathology from the epicenter of the outbreak: teratogenic apoptosis in the central nervous system. Acta Obstet Gynecol Scand. 2017 Sep; 96(9):1039-1044." 
28646879,"Dallimore T, Hunter T, Medlock JM, Vaux AGC, Harbach RE, Strode C","2017","Jun","Discovery of a single male Aedes aegypti (L.) in Merseyside, England.","Dallimore T, Hunter T, Medlock JM, Vaux AGC, Harbach RE, Strode C.Discovery of a single male Aedes aegypti (L.) in Merseyside, England. Parasit Vectors. 2017 Jun 24; 10(1):309." 
28647168,"Fagerlin A, Valley TS, Scherer AM, Knaus M, Das E, Zikmund-Fisher BJ","2017","Jul","Communicating infectious disease prevalence through graphics: Results from an international survey.","Fagerlin A, Valley TS, Scherer AM, Knaus M, Das E, Zikmund-Fisher BJ.Communicating infectious disease prevalence through graphics: Results from an international survey. Vaccine. 2017 Jul 13; 35(32):4041-4047." 
28647172,"de Oliveira WK, de França GVA, Carmo EH, Duncan BB, de Souza Kuchenbecker R, Schmidt MI","2017","Aug","Infection-related microcephaly after the 2015 and 2016 Zika virus outbreaks in Brazil: a surveillance-based analysis.","de Oliveira WK, de França GVA, Carmo EH, Duncan BB, de Souza Kuchenbecker R, Schmidt MI.Infection-related microcephaly after the 2015 and 2016 Zika virus outbreaks in Brazil: a surveillance-based analysis. Lancet. 2017 Aug 26; 390(10097):861-870." 
28647173,"Baud D, Gubler DJ, Schaub B, Lanteri MC, Musso D","2017","Jun","An update on Zika virus infection.","Baud D, Gubler DJ, Schaub B, Lanteri MC, Musso D.An update on Zika virus infection. Lancet. 2017 Jun 21; " 
28647174,"Rodrigues LC, Paixao ES","2017","Aug","Risk of Zika-related microcephaly: stable or variable?","Rodrigues LC, Paixao ES.Risk of Zika-related microcephaly: stable or variable? Lancet. 2017 Aug 26; 390(10097):824-826." 
28648495,"Rossini G, Gaibani P, Vocale C, Cagarelli R, Landini MP","2017","Sep","Comparison of Zika virus (ZIKV) RNA detection in plasma, whole blood and urine - Case series of travel-associated ZIKV infection imported to Italy, 2016.","Rossini G, Gaibani P, Vocale C, Cagarelli R, Landini MP.Comparison of Zika virus (ZIKV) RNA detection in plasma, whole blood and urine - Case series of travel-associated ZIKV infection imported to Italy, 2016. J Infect. 2017 Sep; 75(3):242-245." 
28648813,"Garza-González E, Mendoza-Olazarán S, Roman-Campos R, Téllez-Marroquín R, Saldívar-Rodríguez D, Soria-López JA, Guzman A, Flores-Treviño S, Camacho-Ortiz A","2017","Sep","Rapid spread of an ongoing outbreak of Zika virus disease in pregnant women in a Mexican hospital.","Garza-González E, Mendoza-Olazarán S, Roman-Campos R, Téllez-Marroquín R, Saldívar-Rodríguez D, Soria-López JA, Guzman A, Flores-Treviño S, Camacho-Ortiz A.Rapid spread of an ongoing outbreak of Zika virus disease in pregnant women in a Mexican hospital. Braz J Infect Dis. 2017 Sep - Oct; 21(5):554-556." 
28648861,"Sigfrid L, Reusken C, Eckerle I, Nussenblatt V, Lipworth S, Messina J, Kraemer M, Ergonul O, Papa A, Koopmans M, Horby P","2017","Jun","Preparing clinicians for (re-)emerging arbovirus infectious diseases in Europe.","Sigfrid L, Reusken C, Eckerle I, Nussenblatt V, Lipworth S, Messina J, Kraemer M, Ergonul O, Papa A, Koopmans M, Horby P.Preparing clinicians for (re-)emerging arbovirus infectious diseases in Europe. Clin Microbiol Infect. 2017 Jun 23; " 
28649242,"Cunha-Neto E, Rosa DS, Harris PE, Olson T, Morrow A, Ciotlos S, Herst CV, Rubsamen RM","2017","","An Approach for a Synthetic CTL Vaccine Design against Zika Flavivirus Using Class I and Class II Epitopes Identified by Computer Modeling.","Cunha-Neto E, Rosa DS, Harris PE, Olson T, Morrow A, Ciotlos S, Herst CV, Rubsamen RM.An Approach for a Synthetic CTL Vaccine Design against Zika Flavivirus Using Class I and Class II Epitopes Identified by Computer Modeling. Front Immunol. 2017; 8:640." 
28649357,"Piontkivska H, Frederick M, Miyamoto MM, Wayne ML","2017","Jun","RNA editing by the host ADAR system affects the molecular evolution of the Zika virus.","Piontkivska H, Frederick M, Miyamoto MM, Wayne ML.RNA editing by the host ADAR system affects the molecular evolution of the Zika virus. Ecol Evol. 2017 Jun; 7(12):4475-4485." 
28650987,"Braga JU, Bressan C, Dalvi APR, Calvet GA, Daumas RP, Rodrigues N, Wakimoto M, Nogueira RMR, Nielsen-Saines K, Brito C, Bispo de Filippis AM, Brasil P","2017","","Accuracy of Zika virus disease case definition during simultaneous Dengue and Chikungunya epidemics.","Braga JU, Bressan C, Dalvi APR, Calvet GA, Daumas RP, Rodrigues N, Wakimoto M, Nogueira RMR, Nielsen-Saines K, Brito C, Bispo de Filippis AM, Brasil P.Accuracy of Zika virus disease case definition during simultaneous Dengue and Chikungunya epidemics. PLoS One. 2017; 12(6):e0179725." 
28651016,"Daaboul GG, Freedman DS, Scherr SM, Carter E, Rosca A, Bernstein D, Mire CE, Agans KN, Hoenen T, Geisbert TW, Ünlü MS, Connor JH","2017","","Enhanced light microscopy visualization of virus particles from Zika virus to filamentous ebolaviruses.","Daaboul GG, Freedman DS, Scherr SM, Carter E, Rosca A, Bernstein D, Mire CE, Agans KN, Hoenen T, Geisbert TW, Ünlü MS, Connor JH.Enhanced light microscopy visualization of virus particles from Zika virus to filamentous ebolaviruses. PLoS One. 2017; 12(6):e0179728." 
28651111,"McCloskey B, Endericks T","2017","Sep","The rise of Zika infection and microcephaly: what can we learn from a public health emergency?","McCloskey B, Endericks T.The rise of Zika infection and microcephaly: what can we learn from a public health emergency? Public Health. 2017 Sep; 150:87-92." 
28652051,"Verçosa I, Carneiro P, Verçosa R, Girão R, Ribeiro EM, Pessoa A, Almeida NG, Verçosa P, Tartarella MB","2017","Aug","The visual system in infants with microcephaly related to presumed congenital Zika syndrome.","Verçosa I, Carneiro P, Verçosa R, Girão R, Ribeiro EM, Pessoa A, Almeida NG, Verçosa P, Tartarella MB.The visual system in infants with microcephaly related to presumed congenital Zika syndrome. J AAPOS. 2017 Aug; 21(4):300-304.e1." 
28653620,"Ertel KJ, Benefield D, Castaño-Diez D, Pennington JG, Horswill M, den Boon JA, Otegui MS, Ahlquist P","2017","Jun","Cryo-electron tomography reveals novel features of a viral RNA replication compartment.","Ertel KJ, Benefield D, Castaño-Diez D, Pennington JG, Horswill M, den Boon JA, Otegui MS, Ahlquist P.Cryo-electron tomography reveals novel features of a viral RNA replication compartment. Elife. 2017 Jun 27; 6" 
28653626,"Mahalingam S, Teixeira MM, Halstead SB","2017","Jul","Zika enhancement: a reality check.","Mahalingam S, Teixeira MM, Halstead SB.Zika enhancement: a reality check. Lancet Infect Dis. 2017 Jul; 17(7):686-688." 
28654045,"Weger-Lucarelli J, Duggal NK, Brault AC, Geiss BJ, Ebel GD","2017","Jun","Rescue and Characterization of Recombinant Virus from a New World Zika Virus Infectious Clone.","Weger-Lucarelli J, Duggal NK, Brault AC, Geiss BJ, Ebel GD.Rescue and Characterization of Recombinant Virus from a New World Zika Virus Infectious Clone. J Vis Exp. 2017 Jun 7; (124)" 
28654231,"Pashazanusi L, Lwoya B, Oak S, Khosla T, Albert JNL, Tian Y, Bansal G, Kumar N, Pesika NS","2017","Jul","Enhanced Adhesion of Mosquitoes to Rough Surfaces.","Pashazanusi L, Lwoya B, Oak S, Khosla T, Albert JNL, Tian Y, Bansal G, Kumar N, Pesika NS.Enhanced Adhesion of Mosquitoes to Rough Surfaces. ACS Appl Mater Interfaces. 2017 Jul 19; 9(28):24373-24380." 
28654862,"Suganya P, Vaseeharan B, Vijayakumar S, Balan B, Govindarajan M, Alharbi NS, Kadaikunnan S, Khaled JM, Benelli G","2017","Aug","Biopolymer zein-coated gold nanoparticles: Synthesis, antibacterial potential, toxicity and histopathological effects against the Zika virus vector Aedes aegypti.","Suganya P, Vaseeharan B, Vijayakumar S, Balan B, Govindarajan M, Alharbi NS, Kadaikunnan S, Khaled JM, Benelli G.Biopolymer zein-coated gold nanoparticles: Synthesis, antibacterial potential, toxicity and histopathological effects against the Zika virus vector Aedes aegypti. J Photochem Photobiol B. 2017 Aug; 173:404-411." 
28654956,"Lyerly AD, Robin SG, Jaffe E","2017","Aug","Rubella and Zika Vaccine Research-A Cautionary Tale About Caution.","Lyerly AD, Robin SG, Jaffe E.Rubella and Zika Vaccine Research-A Cautionary Tale About Caution. JAMA Pediatr. 2017 Aug 1; 171(8):719-720." 
28655548,"Andrade DV, Harris E","2017","Jun","Recent advances in understanding the adaptive immune response to Zika virus and the effect of previous flavivirus exposure.","Andrade DV, Harris E.Recent advances in understanding the adaptive immune response to Zika virus and the effect of previous flavivirus exposure. Virus Res. 2017 Jun 26; " 
28655666,"Pimenta de Oliveira S, Dantas de Oliveira C, Viana Sant'Anna MR, Carneiro Dutra HL, Caragata EP, Moreira LA","2017","Aug","Wolbachia infection in Aedes aegypti mosquitoes alters blood meal excretion and delays oviposition without affecting trypsin activity.","Pimenta de Oliveira S, Dantas de Oliveira C, Viana Sant'Anna MR, Carneiro Dutra HL, Caragata EP, Moreira LA.Wolbachia infection in Aedes aegypti mosquitoes alters blood meal excretion and delays oviposition without affecting trypsin activity. Insect Biochem Mol Biol. 2017 Aug; 87:65-74." 
28655823,"Sirohi D, Kuhn RJ","2017","Jun","Can an FDA-Approved Alzheimer's Drug Be Repurposed for Alleviating Neuronal Symptoms of Zika Virus?","Sirohi D, Kuhn RJ.Can an FDA-Approved Alzheimer's Drug Be Repurposed for Alleviating Neuronal Symptoms of Zika Virus? MBio. 2017 Jun 27; 8(3)" 
28656018,"Hastings AK, Fikrig E","2017","Jun","Zika Virus and Sexual Transmission: A New Route of Transmission for Mosquito-borne Flaviviruses .","Hastings AK, Fikrig E.Zika Virus and Sexual Transmission: A New Route of Transmission for Mosquito-borne Flaviviruses . Yale J Biol Med. 2017 Jun; 90(2):325-330." 
28656176,"Bramley JC, Drummond CG, Lennemann NJ, Good CA, Kim KS, Coyne CB","2017","May-Jun","A Three-Dimensional Cell Culture System To Model RNA Virus Infections at the Blood-Brain Barrier.","Bramley JC, Drummond CG, Lennemann NJ, Good CA, Kim KS, Coyne CB.A Three-Dimensional Cell Culture System To Model RNA Virus Infections at the Blood-Brain Barrier. mSphere. 2017 May-Jun; 2(3)" 
28657281,"Ruth E, O'Rourke S, Gavin P","2017","Jan","Does My Baby Have Congenital Zika Virus Infection?","Ruth E, O'Rourke S, Gavin P.Does My Baby Have Congenital Zika Virus Infection? Ir Med J. 2017 Jan 11; 110(1):504." 
28658408,"Linden VV, Linden HV Junior, Leal MC, Rolim EL Filho, Linden AV, Aragão MFVV, Brainer-Lima AM, Cruz DDCS, Ventura LO, Florêncio TLT, Cordeiro MT, Caudas SDS Neto, Ramos RC","2017","Jun","Discordant clinical outcomes of congenital Zika virus infection in twin pregnancies.","Linden VV, Linden HV Junior, Leal MC, Rolim EL Filho, Linden AV, Aragão MFVV, Brainer-Lima AM, Cruz DDCS, Ventura LO, Florêncio TLT, Cordeiro MT, Caudas SDS Neto, Ramos RC.Discordant clinical outcomes of congenital Zika virus infection in twin pregnancies. Arq Neuropsiquiatr. 2017 Jun; 75(6):381-386." 
28658947,"Bilal M, Haseeb A, Khan MAS","2017","May","Zika Virus: A Threat to Pregnancy","Bilal M, Haseeb A, Khan MAS.Zika Virus: A Threat to Pregnancy J Coll Physicians Surg Pak. 2017 May; 27(5):325." 
