pmcid,issn,pubtype,pubdate
27997515,0891-3668,Journal Article,2016/12/15
27997523,0891-3668,Journal Article,2016/12/15
27997547,1935-2727,Journal Article,2016/12/20
27997831,0960-9822,Journal Article,2016/12/19
27997935,2204-2091,Journal Article,2016/12/14
27997936,2204-2091,Journal Article,2016/12/14
27997942,2204-2091,Journal Article,2016/12/14
27998085,0002-7863,Journal Article,2016/12/21
27998553,1473-3099,Journal Article,2017/01/01
27998580,1473-3099,Journal Article,2016/12/01
27998594,1473-3099,Letter,2016/12/01
27998595,1473-3099,Letter,2016/12/01
28000206,0011-9059,Letter,2017/03/01
28001214,0037-8682,Journal Article,2016/11/01
28002820,0304-324X,Journal Article,2017/01/01
28004307,0065-2598,Journal Article,2017/01/01
28004846,1121-7138,Journal Article,2016/10/01
28005002,1080-6040,Journal Article,2017/03/01
28005499,0033-8419,Journal Article,2017/01/01
28005902,1935-2727,Journal Article,2016/12/22
28006649,1025-496X,Journal Article,2016/12/15
28007310,0213-005X,Journal Article,2016/12/19
28007828,1471-1893,Letter,2017/01/01
28008055,0036-8075,Editorial,2016/12/23
28008958,2045-2322,Journal Article,2016/12/23
28009279,2211-1247,Journal Article,2016/12/20
28009384,1641-9251,Letter,2016/01/01
28011234,1473-3099,Journal Article,2017/03/01
28011725,0022-2585,Journal Article,2017/03/01
28017252,0022-510X,Journal Article,2017/01/15
28017432,0264-410X,Journal Article,2017/01/20
28017726,1477-8939,Journal Article,2017/01/01
28018746,2157-3999,Journal Article,2016/11/15
28019034,0041-1132,Journal Article,2017/03/01
28024241,0277-9536,Journal Article,2017/02/01
28024678,0968-8080,Letter,2016/11/01
28026036,0265-9247,Journal Article,2017/02/01
28027002,2164-5515,Journal Article,2017/02/01
28027061,1040-8703,Journal Article,2017/02/01
28027353,0098-7484,Journal Article,2016/12/27
28028709,0037-9085,Journal Article,2017/05/01
28028879,1046-7408,Comment,2017/02/01
28030386,0002-936X,Editorial,2017/01/01
28030537,1935-2727,Journal Article,2016/12/28
28030682,0098-7484,Journal Article,2017/01/03
28031307,2169-575X,Letter,2016/12/28
28031359,0022-538X,Journal Article,2017/02/14
28032327,0065-2598,Journal Article,2017/01/01
28033340,1935-2727,Journal Article,2016/12/29
28033379,1935-2727,Journal Article,2016/12/29
28034593,0167-5877,Journal Article,2017/02/01
28034741,0166-3542,Journal Article,2017/03/01
28034743,0166-3542,Journal Article,2017/03/01
28034744,0166-3542,Journal Article,2017/03/01
28035106,0972-9062,Journal Article,2016/10/01
28035650,1175-0561,Journal Article,2017/04/01
28039355,0022-1899,Journal Article,2017/03/01
28041895,1934-5909,Journal Article,2017/03/02
28041959,0166-3542,Journal Article,2017/04/01
28042362,1941-8744,Journal Article,2017/01/01
28042515,2157-3999,Journal Article,2016/11/15
28042993,1388-2457,Comment,2017/02/01
28045216,1046-7408,Journal Article,2017/02/01
28045901,1549-1277,Journal Article,2017/01/03
28049006,0166-3542,Journal Article,2017/03/01
28049830,0027-8424,Journal Article,2017/01/17
28050952,1517-5693,Journal Article,2016/12/01
28050965,1517-5693,Letter,2016/12/01
28051181,2045-2322,Journal Article,2017/01/04
28051775,0009-7330,Editorial,2016/11/11
28053106,0022-538X,Journal Article,2017/02/28
28053366,0042-9686,Journal Article,2017/01/01
28053996,2328-8957,Journal Article,2016/10/03
28054419,0962-1075,Journal Article,2017/02/01
28055221,2158-0111,Journal Article,2016/12/01
28056002,0149-2195,News,2017/01/06
28056005,0149-2195,Journal Article,2017/01/06
28058206,2163-0402,Journal Article,2016/12/01
28060137,1935-1089,Journal Article,2017/01/02
28060216,0888-0395,Journal Article,2017/02/01
28060809,1932-6203,Journal Article,2017/01/06
28062188,0896-8411,Journal Article,2017/02/01
28062314,1198-743X,Journal Article,2017/05/01
28062794,0022-0493,Journal Article,2017/04/01
28063994,0166-3542,Journal Article,2017/04/01
28066317,1664-2295,Journal Article,2016/12/22
28066354,1664-302X,Journal Article,2016/12/19
28067914,1545-9993,Journal Article,2017/02/01
28068342,1935-2727,Journal Article,2017/01/09
28068395,1932-6203,Published Erratum,2017/01/09
28068513,0042-6822,Journal Article,2017/03/01
28068604,0223-5234,Journal Article,2017/02/15
28068904,1471-2334,Journal Article,2017/01/10
28069071,1756-0500,Journal Article,2017/01/10
28069360,0264-410X,Journal Article,2017/02/07
28069378,0006-291X,Journal Article,2017/10/28
28069884,0305-7453,Journal Article,2017/03/01
28071614,0019-509X,Letter,2016/04/01
28072401,1759-4812,Journal Article,2017/03/01
28072517,0006-2960,Journal Article,2017/02/21
28072676,1682-3141,Journal Article,2017/02/01
28073577,0365-6691,Journal Article,2017/02/01
28073898,0009-9147,Journal Article,2017/03/01
28074023,2150-7511,Journal Article,2017/01/10
28074025,2150-7511,Journal Article,2017/01/10
28074128,0778-7367,Journal Article,2017/01/06
28074378,1867-1071,Comment,2017/02/01
28074379,1867-1071,Journal Article,2017/03/01
28074988,0034-9887,Journal Article,2016/10/01
28075325,1080-6040,Journal Article,2017/04/01
28075354,2075-4450,Journal Article,2017/01/08
28075376,1999-4915,Journal Article,2017/01/10
28075694,0028-4793,Letter,2017/01/26
28076467,0074-0276,Journal Article,2017/01/01
28076569,0004-2749,,2016/11/01
28076778,2211-1247,Journal Article,2017/01/10
28077143,1755-8794,Journal Article,2017/01/11
28077444,1535-9476,Journal Article,2017/04/01
28078104,2057-1577,Journal Article,2017/01/05
28078779,0960-7692,Journal Article,2017/06/01
28081143,1935-2727,Journal Article,2017/01/12
28081439,1931-3128,Journal Article,2017/01/11
28081442,1931-3128,Journal Article,2017/01/11
28081529,0300-5526,Journal Article,2016/01/01
28082294,0006-4971,Journal Article,2017/01/12
28083537,2296-889X,Journal Article,2016/12/27
28084324,1759-4758,Journal Article,2017/02/01
28084987,1080-6040,Journal Article,2017/04/01
28085877,1935-2727,Journal Article,2017/01/13
28086897,1471-2334,Journal Article,2017/01/13
28087275,0006-291X,Journal Article,2017/10/28
28087772,0737-4038,Journal Article,2017/03/01
28087875,0094-3509,Letter,2016/11/01
28090318,2050-0068,Journal Article,2016/12/16
28092249,0443-5117,Journal Article,2017/01/01
28092493,1530-5627,Journal Article,2017/07/01
28092859,0223-5234,Journal Article,2017/02/15
28094237,2352-3964,Journal Article,2017/02/01
28094802,2045-2322,Journal Article,2017/01/17
28095299,1567-1348,Journal Article,2017/04/01
28095405,1935-2727,Journal Article,2017/01/17
28095414,1549-1277,Journal Article,2017/01/17
28095418,1549-1277,Journal Article,2017/01/17
28095443,1932-6203,Journal Article,2017/01/17
28095684,1043-1802,Journal Article,2017/01/18
28095875,1756-3305,Journal Article,2017/01/17
28098126,1319-2442,Letter,2017/01/01
28098253,2045-2322,Journal Article,2017/01/18
28099714,0020-7292,Journal Article,2017/01/01
28099856,2211-1247,Journal Article,2017/01/17
28099861,1074-7613,Journal Article,2017/01/17
28100662,2046-2441,Journal Article,2017/01/01
28101877,1543-5865,Journal Article,2016/11/01
28102133,0140-6736,Comment,2017/01/14
28102134,0140-6736,Comment,2017/01/14
28102136,0140-6736,Comment,2017/01/14
28102503,1092-7875,Journal Article,2017/05/01
28102537,0011-9059,Letter,2017/04/01
28102736,1554-8627,Journal Article,2017/02/01
28102842,2041-4889,Journal Article,2017/01/19
28103000,0097-6326,Journal Article,2017/01/19
28103209,0149-2195,Journal Article,2017/01/20
28103255,1935-2727,Journal Article,2017/01/19
28103326,1935-2727,Journal Article,2017/01/19
28103802,1471-2164,Journal Article,2017/01/19
28104310,0002-9378,Editorial,2017/03/01
28104381,0248-8663,Journal Article,2017/08/01
28105304,2046-1402,Journal Article,2016/04/07
28106528,1025-496X,Journal Article,2017/01/12
28107792,1089-2532,Journal Article,2017/03/01
28107856,1995-7645,Journal Article,2017/01/01
28108286,0006-291X,Journal Article,2017/10/28
28108947,1674-7305,Journal Article,2017/03/01
28109676,0163-4453,Letter,2017/03/01
28110372,1674-800X,Journal Article,2017/03/01
28111132,0001-706X,Journal Article,2017/04/01
28111270,0009-8981,Journal Article,2017/03/01
28112162,2045-2322,Journal Article,2017/01/23
28114414,1935-2727,Journal Article,2017/01/23
28114564,0098-7484,Journal Article,2017/01/17
28115671,0002-9637,Journal Article,2017/04/01
28116673,1355-0284,Journal Article,2017/06/01
28117032,1080-6040,Journal Article,2017/04/01
28117035,0014-2565,Letter,2017/04/01
28117038,0002-9343,Letter,2017/02/01
28119857,2235-2988,Journal Article,2017/01/09
28120186,1225-8873,Journal Article,2017/02/01
28120653,0029-6570,Journal Article,2017/01/25
28120806,1744-9561,Journal Article,2016/10/01
28122169,1600-6135,Editorial,2017/02/01
28122329,1949-2553,Journal Article,2017/02/28
28122631,1756-3305,Journal Article,2017/01/25
28123079,0270-6474,Journal Article,2017/02/22
28123859,2157-3999,Journal Article,2016/12/13
28125540,1078-4659,Journal Article,2017/11/01
28125631,1932-6203,Journal Article,2017/01/26
28126366,0002-9378,Journal Article,2017/03/01
28127399,1754-1611,Journal Article,2017/01/23
28127671,1355-0284,Journal Article,2017/06/01
28128342,2045-2322,Journal Article,2017/01/27
28128730,1025-496X,Journal Article,2017/01/19
28129543,0092-8674,Journal Article,2017/01/26
28130487,0009-9147,Journal Article,2017/02/01
28132835,1934-5909,Journal Article,2017/03/02
28134669,1040-872X,Journal Article,2017/04/01
28134705,1040-8703,Journal Article,2017/04/01
28135274,1935-2727,Journal Article,2017/01/30
28137229,1568-0266,Journal Article,2017/01/01
28137230,1568-0266,Journal Article,2017/01/01
28137716,0959-8138,Editorial,2017/01/30
28137780,0021-9525,Comment,2017/03/06
28137863,0027-8424,Journal Article,2017/02/14
28139388,1755-4365,Journal Article,2017/06/01
28141843,1932-6203,Journal Article,2017/01/31
28143801,1876-0341,Letter,2017/01/29
28145811,1530-3667,Journal Article,2017/03/01
28146192,0716-1018,Journal Article,2016/12/01
28146366,2326-5094,Journal Article,2017/01/01
28148409,1293-8505,Journal Article,2016/01/01
28148798,0022-538X,Journal Article,2017/03/29
28148804,0022-538X,Journal Article,2017/03/29
28149405,1640-5544,Journal Article,2016/10/14
28151488,0028-0836,Journal Article,2017/03/09
28151637,0006-2960,Journal Article,2017/02/28
28151953,1935-2727,Journal Article,2017/02/02
28152011,1932-6203,Journal Article,2017/02/02
28152048,1553-7366,Journal Article,2017/02/02
28152146,2168-6165,Journal Article,2017/03/01
28152376,0014-6722,Letter,2016/01/01
28153043,1742-4755,Evaluation Studies,2017/02/02
28153056,1742-4755,Journal Article,2017/02/02
28153665,0002-9378,Journal Article,2017/03/01
28153732,0006-291X,Journal Article,2017/10/28
28156001,0265-9247,Letter,2017/04/01
28156871,1654-9716,Journal Article,2016/01/01
28159022,0033-3506,Journal Article,2017/02/01
28159620,1477-8939,Journal Article,2017/01/01
28160965,0887-8994,Comment,2017/03/01
28163339,0040-4039,Journal Article,2017/02/15
28163928,2056-9920,Journal Article,2017/02/01
28164300,0041-1132,Journal Article,2017/03/01
28164306,0041-1132,Journal Article,2017/03/01
28164310,0041-1132,Journal Article,2017/03/01
28166175,1078-4659,Journal Article,2017/11/01
28167751,0027-8424,Journal Article,2017/02/21
28168206,2314-8861,Journal Article,2017/01/01
28168560,0932-0113,Journal Article,2017/04/01
28170376,1078-8956,Journal Article,2017/02/07
28173851,2049-9957,Editorial,2017/01/31
28174133,2352-3964,Journal Article,2017/02/01
28174309,2150-7511,Journal Article,2017/02/07
28174559,1664-302X,Journal Article,2017/01/24
28175986,0931-041X,Journal Article,2017/05/01
28176006,0300-8584,Journal Article,2017/04/01
28177042,0074-0276,Journal Article,2017/02/01
28177195,1046-7408,Journal Article,2017/02/01
28177969,0148-7043,Journal Article,2017/04/01
28179396,1092-2172,Journal Article,2017/02/08
28180996,1612-9202,Journal Article,2017/03/01
28182608,0149-2195,Journal Article,2017/02/10
28182667,1935-2727,Journal Article,2017/02/09
28182948,1931-3128,Journal Article,2017/02/08
28185126,0893-7648,Journal Article,2017/02/09
28185278,0041-1132,Journal Article,2017/03/01
28185815,0166-3542,Journal Article,2017/05/01
28185870,1473-3099,Journal Article,2017/03/01
28186536,1058-4838,Journal Article,2017/05/15
28187142,1935-2727,Journal Article,2017/02/10
28187183,1932-6203,Journal Article,2017/02/10
28187236,0077-8923,Journal Article,2017/07/01
28187780,2049-9957,Journal Article,2017/02/10
28187911,0165-5728,Journal Article,2017/07/15
28188305,0028-3878,Journal Article,2017/03/14
28188791,0006-291X,Journal Article,2017/10/28
28188933,1201-9712,Journal Article,2017/04/01
28189347,0181-5512,Journal Article,2017/02/01
28189390,0248-8663,Journal Article,2017/08/01
28189711,0163-4453,Journal Article,2017/05/01
28190239,0893-7648,Journal Article,2017/02/11
28191517,2450-131X,Journal Article,2016/04/01
28191786,1865-1674,Journal Article,2017/02/12
28192051,2326-5094,Journal Article,2017/01/01
28192064,1530-3667,Journal Article,2017/06/01
28192072,1080-6040,Journal Article,2017/05/01
28192520,1935-2727,Journal Article,2017/02/13
28193014,0003-2700,Journal Article,2016/12/20
28193291,1756-3305,Journal Article,2017/02/13
28193876,0027-8424,Journal Article,2017/02/28
28194799,0041-1132,Journal Article,2017/03/01
28195040,0140-6736,Comment,2017/02/11
28195756,0028-4793,Journal Article,2017/02/14
28196656,2352-3964,Journal Article,2017/03/01
28196970,2222-1751,Letter,2017/02/15
28198171,0214-3429,Letter,2017/04/01
28198446,2045-2322,Journal Article,2017/02/15
28198548,0146-6615,Journal Article,2017/08/01
28199323,1932-6203,Journal Article,2017/02/15
28199846,2211-1247,Journal Article,2017/02/14
28200013,1467-5463,Journal Article,2017/02/15
28200111,0002-9262,Journal Article,2017/02/15
28202376,0166-3542,Journal Article,2017/05/01
28203251,1687-708X,Journal Article,2017/01/01
28204734,0031-9023,Journal Article,2017/03/01
28205300,0197-3851,Letter,2017/02/01
28205302,0197-3851,Letter,2017/02/01
28205633,2045-2322,Journal Article,2017/02/16
28207078,0040-4470,Journal Article,2017/02/01
28207332,0090-0036,Historical Article,2017/04/01
28207337,0090-0036,Journal Article,2017/04/01
28207688,0149-2195,Journal Article,2017/02/17
28207819,1932-6203,Journal Article,2017/02/16
28207910,1553-7366,Journal Article,2017/02/16
28209336,1473-3099,Journal Article,2017/05/01
28209337,1473-3099,Journal Article,2017/05/01
28210744,0037-5675,Comment,2017/02/01
28212349,1661-7827,Journal Article,2017/02/16
28214373,1360-2276,Evaluation Studies,2017/05/01
28214732,1879-6257,Journal Article,2017/04/01
28215143,1386-2073,Journal Article,2017/01/01
28216074,1568-9972,Journal Article,2017/04/01
28216147,2213-6711,Journal Article,2017/03/14
28216184,0264-410X,Journal Article,2017/10/04
28217114,1664-302X,Journal Article,2017/02/03
28217576,2249-4863,Journal Article,2016/07/01
28219763,0166-0934,Journal Article,2017/05/01
28219769,0006-3002,Journal Article,2017/04/01
28220392,1523-3847,Journal Article,2017/01/01
28220786,2041-1723,Journal Article,2017/02/21
28221261,1935-1089,Journal Article,2017/02/17
28222903,0092-8674,Journal Article,2017/03/09
28223455,2150-7511,Journal Article,2017/02/21
28224753,1470-0328,Journal Article,2017/03/01
28226004,1679-4974,Journal Article,2017/01/01
28226083,0004-282X,Journal Article,2017/02/01
28228277,1074-7613,Journal Article,2017/02/21
28228395,1556-6811,Journal Article,2017/04/05
28229397,1528-4042,Journal Article,2017/02/01
28229462,0041-1132,Journal Article,2017/03/01
28229475,0041-1132,Journal Article,2017/03/01
28229481,0146-6615,Journal Article,2017/08/01
28230496,0191-3123,Journal Article,2017/01/01
28231241,1935-2727,Journal Article,2017/02/23
28231312,1553-7366,Journal Article,2017/02/23
28231846,1756-3305,Journal Article,2017/02/23
28232248,0166-3542,Journal Article,2017/05/01
28232448,2169-8287,Journal Article,2017/02/23
28232955,2375-2548,Journal Article,2017/02/17
28235193,0092-8674,Comment,2017/02/23
28236744,1093-3263,Journal Article,2017/05/01
28237488,1995-7645,Journal Article,2017/02/01
28237492,1995-7645,Letter,2017/02/01
28237501,0264-410X,Journal Article,2017/03/14
28238029,0094-5145,Journal Article,2017/02/25
28239447,2045-3701,Journal Article,2017/02/20
28239513,2157-3999,Journal Article,2017/01/25
28239566,2220-3249,Journal Article,2017/02/12
28239662,2379-3708,Journal Article,2017/02/23
28240195,0950-2688,Journal Article,2017/06/01
28240999,0717-6384,Letter,2017/02/24
28241146,0028-0836,Journal Article,2017/03/09
28241170,2168-6068,Journal Article,2017/04/01
28241263,2168-6203,Journal Article,2017/05/01
28241773,1742-4755,Journal Article,2017/02/28
28241828,1741-7007,Journal Article,2017/02/28
28242036,0213-005X,Letter,2017/02/24
28242837,0009-9147,Journal Article,2017/03/01
28243937,1225-8873,Journal Article,2017/03/01
28244371,2050-084X,Journal Article,2017/02/28
28244380,1473-3099,Letter,2017/03/01
28246125,0022-1007,Journal Article,2017/04/03
28249158,2211-1247,Journal Article,2017/02/28
28250532,0042-9686,Journal Article,2017/03/01
28250906,2008-7802,Journal Article,2017/02/07
28253231,0149-2195,Journal Article,2017/03/03
28253931,1742-2094,Journal Article,2017/03/03
28253995,0264-410X,Journal Article,2017/03/07
28254839,0261-4189,Journal Article,2017/04/03
28255910,0065-2598,Journal Article,2017/01/01
28256913,1362-5187,Journal Article,2017/04/01
28257281,1080-6040,Journal Article,2017/05/01
28259231,0025-6196,Journal Article,2017/03/01
28259232,0025-6196,Historical Article,2017/03/01
28261172,1664-302X,Journal Article,2017/02/14
28261663,2375-2548,Journal Article,2017/02/22
28262332,0264-410X,Journal Article,2017/03/02
28262449,1053-0770,Journal Article,2016/12/02
28262718,2045-2322,Journal Article,2017/03/06
28263141,1080-6040,Historical Article,2017/05/01
28263312,1078-8956,Journal Article,2017/05/01
28264033,1553-7366,Journal Article,2017/03/06
28265108,1135-5727,Journal Article,2017/03/07
28266580,2045-2322,Journal Article,2017/03/07
28267109,1076-2752,Journal Article,2017/03/01
28269838,1942-597X,Journal Article,2017/02/10
28269870,1942-597X,Journal Article,2017/02/10
28270583,2150-7511,Journal Article,2017/03/07
28271980,1536-2310,Journal Article,2017/01/01
28273394,1462-5814,Journal Article,2017/05/01
28274195,2047-7724,Journal Article,2017/03/01
28274564,0022-5223,Editorial,2017/07/01
28274708,0002-9378,Letter,2017/07/01
28275155,1946-6234,Journal Article,2017/03/08
28275585,2235-2988,Journal Article,2017/02/22
28277198,1080-6040,Journal Article,2017/05/01
28277199,1080-6040,Journal Article,2017/05/01
28277248,0167-7799,Journal Article,2017/04/01
28277362,0029-7844,Journal Article,2017/04/01
28278235,1553-7366,Journal Article,2017/03/09
28278237,1553-7366,Journal Article,2017/03/09
28278327,2168-6165,Journal Article,2017/04/01
28278416,1447-4514,Journal Article,2016/09/30
28279150,1471-2334,Journal Article,2017/03/09
28279337,1931-3128,Journal Article,2017/03/08
28280063,0820-3946,Journal Article,2017/03/06
28281082,1523-3847,Journal Article,2017/04/01
28281680,2045-2322,Journal Article,2017/03/10
28282358,1537-890X,Journal Article,2017/03/01
28283425,2352-3964,Journal Article,2017/03/01
28285168,0167-7012,Journal Article,2017/05/01
28285789,0165-5728,Historical Article,2017/07/15
28286698,2157-3999,Journal Article,2017/01/30
28286997,1478-7210,Journal Article,2017/05/01
28287375,1080-6040,Journal Article,2017/04/01
28288094,2058-5276,Journal Article,2017/03/13
28288192,1932-6203,Published Erratum,2017/03/13
28288355,0883-9441,Journal Article,2017/08/01
28288452,1015-3837,Journal Article,2017/01/01
28289159,0022-1767,Journal Article,2017/04/15
28289727,2379-5042,Journal Article,2017/03/08
28290434,0028-3886,Letter,2017/03/01
28290436,0028-3886,Letter,2017/03/01
28291746,2053-230X,Journal Article,2017/03/01
28292840,0950-1991,Journal Article,2017/03/15
28293228,1664-302X,Journal Article,2017/02/28
28293404,2035-3006,Comment,2017/03/01
28293410,2035-3006,Journal Article,2017/03/01
28295400,0146-6615,Journal Article,2017/09/01
28296373,0443-5117,Journal Article,2017/03/01
28296632,1080-6040,Journal Article,2017/06/01
28297081,0041-1132,Letter,2017/03/01
28298448,0095-1137,Journal Article,2017/05/01
28298600,0022-538X,Journal Article,2017/04/28
28300075,2041-1723,Journal Article,2017/03/16
28300076,2045-2322,Journal Article,2017/03/16
28300361,1351-8216,Editorial,2017/03/01
28300836,2041-4889,Journal Article,2017/03/16
28302072,1471-2334,Journal Article,2017/03/16
28302630,0003-9888,Journal Article,2017/08/01
28303999,0030-9982,Journal Article,2017/03/01
28306183,1398-2273,,2017/08/01
28314593,1074-7613,Journal Article,2017/03/21
28315476,1567-1348,Journal Article,2017/07/01
28315708,0166-3542,Journal Article,2017/06/01
28316896,2167-8359,Journal Article,2017/03/14
28316955,2235-2988,Comment,2017/03/03
28317856,2045-2322,Journal Article,2017/03/20
28318141,1462-5814,Journal Article,2017/08/01
28318359,0927-3948,Journal Article,2017/03/20
28318467,1935-7893,Journal Article,2017/03/20
28318966,0968-0004,Journal Article,2017/06/01
28319087,2058-5276,Journal Article,2017/03/20
28319237,2168-6149,Journal Article,2017/05/01
28319244,2168-6149,Journal Article,2017/05/01
28319995,0003-4819,Journal Article,2017/05/16
28320169,0022-510X,Journal Article,2017/04/15
28320497,0730-0832,Journal Article,2017/03/01
28321360,2166-5044,Journal Article,2016/11/28
28321362,2167-8359,Journal Article,2017/03/16
28322519,1120-9763,Journal Article,2017/01/01
28322690,1080-6040,Journal Article,2017/04/01
28323468,0090-0036,Journal Article,2017/05/01
28324177,0304-8608,Journal Article,2017/07/01
28325910,2045-2322,Journal Article,2017/03/21
28325921,2222-1751,Journal Article,2017/03/22
28325935,2045-2322,Journal Article,2017/03/21
28327482,0970-258X,Journal Article,2016/11/01
28327795,0037-8682,Editorial,2017/01/01
28327798,0037-8682,Journal Article,2017/01/01
28327810,0037-8682,Journal Article,2017/01/01
28328129,1552-4825,Journal Article,2017/04/01
28329257,1058-4838,Journal Article,2017/05/15
28330514,1935-7893,Journal Article,2017/03/23
28330900,0022-1767,Journal Article,2017/05/01
28331047,0035-8665,Journal Article,2017/10/01
28331488,1678-9199,Journal Article,2017/03/20
28331858,2319-9644,Editorial,2017/01/01
28332087,0944-1344,Journal Article,2017/03/22
28332092,0001-6322,Journal Article,2017/06/01
28333910,0149-2195,Journal Article,2017/03/24
28333922,1935-2727,Journal Article,2017/03/23
28333986,1932-6203,Journal Article,2017/03/23
28335029,0142-6338,Journal Article,2017/03/10
28336347,0166-3542,Journal Article,2017/06/01
28336562,0036-8075,Journal Article,2017/04/07
28336600,2169-8287,Journal Article,2017/03/23
28337406,2211-3355,Journal Article,2017/03/01
28338754,0300-5771,Journal Article,2017/06/01
28339458,1935-2727,Evaluation Studies,2017/03/24
28339472,1935-2727,Journal Article,2017/03/24
28340344,0092-8674,Journal Article,2017/03/23
28340908,1080-6032,Editorial,2016/12/01
28341122,0006-291X,Journal Article,2017/10/28
28342423,1476-9271,Journal Article,2017/06/01
28342826,1477-8939,Letter,2017/01/01
28342876,0006-291X,Journal Article,2017/10/28
28343104,0956-5663,Journal Article,2017/08/15
28343414,0887-0446,Journal Article,2017/07/01
28343780,0264-410X,Journal Article,2017/03/23
28343845,0166-3542,Journal Article,2017/06/01
28344113,0163-4453,Letter,2017/06/01
28344115,0163-4453,Letter,2017/06/01
28344900,2167-8359,Journal Article,2017/03/21
28345596,2041-1723,Journal Article,2017/03/27
28345600,2041-1723,Journal Article,2017/03/27
28345656,2041-1723,Journal Article,2017/03/27
28347326,1756-3305,Journal Article,2017/03/27
28347332,1742-4682,Journal Article,2017/03/27
28347352,1756-3305,Journal Article,2017/03/27
28347781,1477-8939,Letter,2017/01/01
28348160,0066-4804,Journal Article,2017/05/24
28348757,2053-3721,Journal Article,2016/06/10
28348794,2053-3721,Journal Article,2016/12/19
28349242,1557-1890,Journal Article,2017/06/01
28351337,0739-1102,Journal Article,2017/04/17
28352047,0972-9062,Journal Article,2017/01/01
28352123,2222-1751,Journal Article,2017/03/29
28352303,1792-0981,Journal Article,2017/02/01
28356496,0022-538X,Journal Article,2017/03/29
28357156,2157-3999,Journal Article,2017/02/22
28357366,2311-2638,Comment,2016/06/27
28357511,0304-8608,Journal Article,2017/07/01
28357839,1641-9251,Journal Article,2017/01/01
28358795,0149-2195,Journal Article,2017/03/31
28358796,0149-2195,Journal Article,2017/03/31
28359234,1573-4064,Journal Article,2017/03/29
28359304,1471-2334,Journal Article,2017/03/31
28360135,0036-8075,Journal Article,2017/04/14
28360276,0036-8075,Journal Article,2017/03/31
28362340,1661-7827,Journal Article,2017/03/31
28362944,1058-4838,Journal Article,2017/04/01
28363252,1547-3287,Journal Article,2017/06/15
28364011,0195-6108,Journal Article,2017/05/01
28364363,0065-2598,Journal Article,2017/01/01
28365387,1567-1348,Journal Article,2017/07/01
28365456,0166-3542,Journal Article,2017/06/01
28367888,1344-6304,Journal Article,2017/09/25
28369961,0146-6615,Journal Article,2017/10/01
28370583,1046-7408,Comment,2017/06/01
28370966,1462-5814,Journal Article,2017/06/01
28372356,1975-8375,Journal Article,2017/03/01
28372868,0887-8994,Comment,2017/06/01
28373913,2056-5968,Journal Article,2017/03/21
28375541,0043-3144,Journal Article,2016/09/19
28375542,0043-3144,Journal Article,2016/09/26
28379440,0967-0742,Journal Article,2017/05/01
28379952,1935-2727,Journal Article,2017/04/05
28380070,1553-7366,Published Erratum,2017/04/05
28381608,0095-1137,Journal Article,2017/06/01
28382163,1838-7640,Journal Article,2017/02/12
28383378,0029-7844,Journal Article,2017/05/01
28383800,1759-7684,Journal Article,2017/07/01
28384133,0149-2195,Journal Article,2017/04/07
28384812,0098-7484,Comment,2017/04/04
28385119,1993-2820,Journal Article,2017/12/01
28386524,2196-3045,Journal Article,2017/01/01
28387389,1699-3993,Journal Article,2017/02/01
28388329,8756-971X,Journal Article,2017/03/01
28388922,1743-422X,Journal Article,2017/04/07
28390691,0015-0282,Journal Article,2017/06/01
28393598,0030-6002,Journal Article,2017/04/01
28394328,1078-8956,Journal Article,2017/06/01
28394887,1935-2727,Journal Article,2017/04/10
28395143,0033-3549,Journal Article,2017/05/01
28396438,0027-8424,Journal Article,2017/04/18
28396522,1088-9051,Journal Article,2017/05/01
28396558,0306-6800,Journal Article,2017/09/01
28396992,0932-0067,Journal Article,2017/06/01
28397374,1046-7408,Comment,2017/07/01
28397799,1001-0602,Journal Article,2017/09/01
28398253,1999-4915,Journal Article,2017/04/11
28398303,2045-2322,Journal Article,2017/04/11
28398522,0022-1899,Journal Article,2017/07/15
28398562,0022-1899,Journal Article,2017/05/15
28398676,2472-1727,Journal Article,2017/03/15
28398681,2472-1727,Journal Article,2017/03/15
28398684,2472-1727,Journal Article,2017/03/15
28399206,0022-2585,Journal Article,2017/05/01
28399216,0022-2585,Journal Article,2017/05/01
28399278,0022-2585,Journal Article,2017/07/01
28399294,0022-2585,Journal Article,2017/03/01
28399312,0022-2585,Journal Article,2017/09/01
28399710,0956-4624,Journal Article,2017/11/01
28399888,1743-422X,Journal Article,2017/04/11
28400948,2047-2978,Journal Article,2017/06/01
28401481,1519-566X,Journal Article,2017/06/01
28401907,2045-2322,Journal Article,2017/04/12
28402153,1079-9907,Journal Article,2017/07/01
28402236,0028-4793,Letter,2017/04/20
28403053,0891-3668,Journal Article,2017/05/01
28403061,0891-3668,Journal Article,2017/05/01
28403439,0022-1899,Journal Article,2017/03/01
28404849,0022-538X,Journal Article,2017/05/26
28407077,0022-2585,Journal Article,2017/07/01
28408723,0036-8075,Journal Article,2017/04/28
28409618,0002-838X,Journal Article,2017/04/15
28410349,1040-872X,Journal Article,2017/06/01
28411063,0040-5809,Journal Article,2017/06/01
28413694,2157-6998,Journal Article,2017/04/01
28413745,2168-8184,Journal Article,2017/03/16
28413875,0049-8114,Journal Article,2017/04/14
28417013,2056-5968,Published Erratum,2017/04/11
28417097,2332-8940,Comment,2016/08/05
28418292,1080-6040,Journal Article,2017/05/01
