pmcid,issn,pubtype,pubdate,summary
4946541,0370-8179,Biography,1971-03-01,"Vraćević M.[Zika b. Marković, M.D. (19 September 1889--3 September 1970)]. Srp Arh Celok Lek. 1971 Mar; 99(3):209-11. "
27714789,0014-5793,Letter,2016-10-01,"Gruba N, Rodriguez Martinez JI, Grzywa R, Wysocka M, Skoreński M, Burmistrz M, Łęcka M, Lesner A, Sieńczyk M, Pyrć K.Substrate profiling of Zika virus NS2B-NS3 protease. FEBS Lett. 2016 Oct; 590(20):3459-3468. "
27729183,0887-8994,Letter,2016-12-01,"Cleto TL, de Araújo LF, Capuano KG, Rego Ramos A, Prata-Barbosa A.Peripheral Neuropathy Associated With Zika Virus Infection. Pediatr Neurol. 2016 Dec; 65:e1-e2. "
27730165,2312-0541,Editorial,2016-03-17,"Sigfrid L, Reusken C, Carson G, Koopmans M.Zika: structuring the European research response. ERJ Open Res. 2016 Jan; 2(1) "
27736642,1931-3128,Comment,2016-10-12,"Dallmeier K, Neyts J.Zika and Other Emerging Viruses: Aiming at the Right Target. Cell Host Microbe. 2016 Oct 12; 20(4):420-422. "
27743485,1600-6135,Editorial,2017-03-01,"Blumberg EA, Fishman JA.Zika Virus in Transplantation: Emerging Infection and Opportunities. Am J Transplant. 2017 Mar; 17(3):599-600. "
27747912,0197-3851,Comment,2016-10-01,Wiwanitkit V.Comment on Imaging of congenital Zika virus infection: the route to identification of prognostic factors'. Prenat Diagn. 2016 Oct; 36(10):987. 
27748784,0304-4602,Editorial,2016-09-01,"Sadarangani SP, Hsu LY.The 2016 Outbreak of Zika in Singapore. Ann Acad Med Singapore. 2016 Sep; 45(9):381-382. "
27751615,0196-6553,Letter,2016-12-01,"Joob B, Wiwanitkit V.Zika live Twitter chat. Am J Infect Control. 2016 Dec 1; 44(12):1756-1757. "
27751766,2352-3964,Letter,2016-11-01,Kennedy RB.Pushing Forward With Zika Vaccines. EBioMedicine. 2016 Nov; 13:29-30. 
27754830,0959-8138,News,2016-10-17,"Dyer O.Zika virus is set to spread through Asia, WHO says. BMJ. 2016 Oct 17; 355:i5577. "
27759838,1679-4508,Comment,2016-07-01,Wiwanitkit V.Emerging Zika virus infection and bioethical considerations. Einstein (Sao Paulo). 2016 Jul-Sep; 14(3):450. 
27765639,2352-3964,Letter,2016-11-01,"Maestre AM, Fernandez-Sesma A.ZIKV Strains' Different Phenotypes in Human Neural Cells Could be a Hint for the Emergence of the New Clinical Neurological Outcomes. EBioMedicine. 2016 Nov; 13:35-36. "
27770843,0002-9343,Letter,2016-11-01,"Joob B, Wiwanitkit V.Zika Virus in Returning Travelers. Am J Med. 2016 Nov; 129(11):e295. "
27776956,0213-4853,Letter,2016-10-21,"Palacios E, Clavijo-Prado C, Ruiz A, Arias Antun A, Julián Duran E.Longitudinal extensive transverse myelitis and Zika virus: A diagnostic challenge in a hospital in Colombia. Neurologia. 2016 Oct 21;  "
27780969,2222-1751,Letter,2016-10-26,"Liu H, Shen L, Zhang XL, Li XL, Liang GD, Ji HF.From discovery to outbreak: the genetic evolution of the emerging Zika virus. Emerg Microbes Infect. 2016 Oct 26; 5(10):e111. "
27788398,1059-1311,Letter,2016-12-01,Asadi-Pooya AA.Zika virus-associated seizures. Seizure. 2016 Dec; 43:13. 
27788975,1473-3099,Letter,2016-11-01,"Visseaux B, Mortier E, Houhou-Fidouh N, Brichler S, Collin G, Larrouy L, Charpentier C, Descamps D.Zika virus in the female genital tract. Lancet Infect Dis. 2016 Nov; 16(11):1220. "
27794382,1995-7645,Letter,2016-10-01,"Levy-Blitchtein S, Del Valle-Mendoza J.Zika virus is arriving at the American continent. Asian Pac J Trop Med. 2016 Oct; 9(10):1019-1021. "
27794383,1995-7645,Letter,2016-10-01,"Wiwanitkit S, Wiwanitkit V.Estimated number of local transmission cases of Zika virus infection imported from Brazil to France. Asian Pac J Trop Med. 2016 Oct; 9(10):1022. "
27801647,0091-6765,Published Erratum,2016-11-01,Schmidt CW.Erratum: Zika in the United States: How Are We Preparing?' Environ Health Perspect. 2016 Nov 1; 124(11):A198. 
27804004,1867-1071,Comment,2017-01-01,Wiwanitkit V.Neuroimaging findings of Zika virus infection. Jpn J Radiol. 2017 Jan; 35(1):40. 
27808208,0028-0836,News,2016-11-03,Callaway E.Rio fights Zika with biggest release yet of bacteria-infected mosquitoes. Nature. 2016 Nov 3; 539(7627):17-18. 
27812645,0037-8682,Editorial,2016-09-01,"Esposito DL, Fonseca BA.Zika and chikungunya infections in Brazil: reviewing the epidemic and treatment options. Rev Soc Bras Med Trop. 2016 Sep-Oct; 49(5):535-536. "
27814481,1934-5909,Published Erratum,2016-11-03,"Li C, Xu D, Ye Q, Hong S, Jiang Y, Liu X, Zhang N, Shi L, Qin CF, Xu Z.Zika Virus Disrupts Neural Progenitor Development and Leads to Microcephaly in Mice. Cell Stem Cell. 2016 Nov 3; 19(5):672. "
27815145,2214-109X,Letter,2016-12-01,"Van Kerkhove MD, Reveiz L, Souza JP, Jaenisch T, Carson G, Broutet N.Harmonisation of Zika virus research protocols to address key public health concerns. Lancet Glob Health. 2016 Dec; 4(12):e911-e912. "
27815146,2214-109X,Letter,2016-12-01,"Butt AM, Siddique S, Gardner LM, Sarkar S, Lancelot R, Qamar R.Zika virus in Pakistan: the tip of the iceberg? Lancet Glob Health. 2016 Dec; 4(12):e913-e914. "
27822403,2091-0800,Editorial,2016-06-30,"Shakya P, Sathian B, Niranjan N.Zika - an Emerging Global Threat. Nepal J Epidemiol. 2016 Oct; 6(3):586-587. "
27826073,1477-8939,Comment,2017-01-01,"Rodríguez-Morales AJ, Paniz-Mondolfi AE, Villamil-Gómez WE, Navarro JC.Mayaro, Oropouche and Venezuelan Equine Encephalitis viruses: Following in the footsteps of Zika? Travel Med Infect Dis. 2017 Jan - Feb; 15:72-73. "
27827826,0006-4971,Letter,2017-01-12,"Gallian P, Cabié A, Richard P, Paturel L, Charrel RN, Pastorino B, Leparc-Goffart I, Tiberghien P, de Lamballerie X.Zika virus in asymptomatic blood donors in Martinique. Blood. 2017 Jan 12; 129(2):263-266. "
27830429,1867-1071,Comment,2017-01-01,"Zare Mehrjardi M, Poretti A, Keshavarz E.Neuroimaging findings of Zika virus infection: emphasis of congenital versus acquired aspects. Jpn J Radiol. 2017 Jan; 35(1):41-42. "
27834272,0959-8138,Editorial,2016-11-10,"Hombach J, Friede M, Moorphy V, Costello A, Kieny MP.Developing a vaccine against Zika. BMJ. 2016 Nov 10; 355:i5923. "
27837933,0301-2115,Letter,2016-12-01,"Schaub B, Monthieux A, Najihoullah F, Harte C, Césaire R, Jolivet E, Voluménie JL.Late miscarriage: another Zika concern? Eur J Obstet Gynecol Reprod Biol. 2016 Dec; 207:240-241. "
27843157,0042-9686,Editorial,2016-10-01,"Haddow AD, Woodall JP.Distinguishing between Zika and Spondweni viruses. Bull World Health Organ. 2016 Oct 1; 94(10):711-711A. "
27846847,1742-4690,Editorial,2016-11-15,"Wainberg MA, Lever AM.HIV and Zika: When will we be able to end these epidemics? Retrovirology. 2016 Nov 15; 13(1):80. "
27852856,0022-538X,Letter,2017-01-18,"Salinas S, Erkilic N, Damodar K, Molès JP, Fournier-Wirth C, Van de Perre P, Kalatzis V, Simonin Y.Zika Virus Efficiently Replicates in Human Retinal Epithelium and Disturbs Its Permeability. J Virol. 2017 Feb 1; 91(3) "
27855041,1080-6040,Letter,2017-01-01,"Whittemore K, Tate A, Illescas A, Saffa A, Collins A, Varma JK, Vora NM.Zika Virus Knowledge among Pregnant Women Who Were in Areas with Active Transmission. Emerg Infect Dis. 2017 Jan; 23(1):164-166. "
27866470,1741-7015,Editorial,2016-11-21,"Fisher D, Cutter J.The inevitable colonisation of Singapore by Zika virus. BMC Med. 2016 Nov 21; 14(1):188. "
27866593,0002-9343,Letter,2016-12-01,Wiwanitkit V.Zika Virus Infection: Don't Miss It. Am J Med. 2016 Dec; 129(12):e351. 
27868270,1046-7408,Comment,2017-02-01,"Joob B, Wiwanitkit V.Zika virus, HSV-2 and placenta. Am J Reprod Immunol. 2017 Feb; 77(2) "
27869964,1679-4974,Editorial,2016-10-01,"Garcia LP, Duarte E.Evidences from epidemiological surveillance to the advancement of knowledge regarding Zika virus epidemics. Epidemiol Serv Saude. 2016 Oct-Dec; 25(4):679-681. "
27880747,0149-2195,News,2016-11-25,Announcement: Guidance for U.S. Laboratory Testing for Zika Virus Infection: Implications for Health Care Providers. MMWR Morb Mortal Wkly Rep. 2016 Nov 25; 65(46):1304. 
27888265,1757-9759,Editorial,2016-12-01,"Caprara A, Ridde V.Zika: exposing anew the need for health promotion in Latin America. Glob Health Promot. 2016 Dec; 23(4):3-5. "
27890376,1995-7645,Letter,2016-11-01,"Wiwanitkit S, Wiwanitkit V.Based on the risk of dengue virus transmission via blood transfusion: What about the risk in case of Zika virus? Asian Pac J Trop Med. 2016 Nov; 9(11):1123-1124. "
27891785,1542-0752,Editorial,2016-11-01,Trevathan E.Editorial brain malformation surveillance in the Zika era. Birth Defects Res A Clin Mol Teratol. 2016 Nov; 106(11):869-874. 
27894003,1059-1311,Letter,2017-02-01,Wiwanitkit V.Seizure and Zika virus infection. Seizure. 2017 Feb; 45:1. 
27896560,1867-1071,Comment,2017-02-01,Rodriguez-Morales AJ.Neuroimaging findings of Zika virus infection: beyond the brain CT scans. Jpn J Radiol. 2017 Feb; 35(2):86. 
27905267,2047-7724,Editorial,2016-01-01,Cassone A.Zika: concerns and reality. Pathog Glob Health. 2016 Oct - Dec; 110(7-8):261. 
27908879,0959-8138,News,2016-12-01,Gulland A.First case of Zika virus spread through sexual contact is detected in UK. BMJ. 2016 Dec 1; 355:i6500. 
27914465,1471-2458,Letter,2016-12-03,"Escadafal C, Gaayeb L, Riccardo F, Pérez-Ramírez E, Picard M, Dente MG, Fernández-Pinero J, Manuguerra JC, Jiménez-Clavero MÁ, Declich S, Victoir K, Robert V.Risk of Zika virus transmission in the Euro-Mediterranean area and the added value of building preparedness to arboviral threats from a One Health perspective. BMC Public Health. 2016 Dec 3; 16(1):1219. "
27914622,0001-7310,Letter,2017-03-01,Wiwanitkit V.Comment on Zika virus disease: Should we be worried?' Actas Dermosifiliogr. 2017 Mar; 108(2):173. 
27914626,0001-7310,Letter,2017-03-01,Alonso JP.Response to Professor Wiwanitkit's Comment on Zika Virus Disease: Should We Be Worried?' Actas Dermosifiliogr. 2017 Mar; 108(2):174. 
27929575,1478-2715,Comment,2016-06-01,"Ellul MA, Soares CN, Solomon T.Zika virus and Guillain-Barré syndrome. J R Coll Physicians Edinb. 2016 Jun; 46(2):103-105. "
27934740,0036-8075,Editorial,2016-12-02,Mueller KL.Zika virus is fit to be tied. Science. 2016 Dec 2; 354(6316):1114-1115. 
27939402,0140-6736,Comment,2017-01-07,"Kodati S, Palmore TN, Spellman FA, Cunningham D, Weistrop B, Sen HN.Bilateral posterior uveitis associated with Zika virus infection. Lancet. 2017 Jan 7; 389(10064):125-126. "
27959695,0028-4793,Letter,2016-12-29,"Suy A, Sulleiro E, Rodó C, Vázquez É, Bocanegra C, Molina I, Esperalba J, Sánchez-Seco MP, Boix H, Pumarola T, Carreras E.Prolonged Zika Virus Viremia during Pregnancy. N Engl J Med. 2016 Dec 29; 375(26):2611-2613. "
27960068,0028-4793,Comment,2016-12-15,"Honein MA, Jamieson DJ.Monitoring and Preventing Congenital Zika Syndrome. N Engl J Med. 2016 Dec 15; 375(24):2393-2394. "
27960198,0098-7484,Comment,2017-01-03,"Muller WJ, Miller ES.Preliminary Results From the US Zika Pregnancy Registry: Untangling Risks for Congenital Anomalies. JAMA. 2017 Jan 3; 317(1):35-36. "
27982288,0102-311X,Letter,2016-11-01,Wiwanitki V.Congenital Zika virus syndrome. Cad Saude Publica. 2016 Nov 1; 32(11):e00133116. 
27989237,1741-7015,Editorial,2016-12-19,"Rojek AM, Horby PW.Modernising epidemic science: enabling patient-centred research during epidemics. BMC Med. 2016 Dec 19; 14(1):212. "
27998594,1473-3099,Letter,2016-12-01,Lover AA.Zika virus and microcephaly. Lancet Infect Dis. 2016 Dec; 16(12):1331-1332. 
27998595,1473-3099,Letter,2016-12-01,"de Araújo TVB, Martelli CT, de Souza WV, Rodrigues LC.Zika virus and microcephaly - Authors' reply. Lancet Infect Dis. 2016 Dec; 16(12):1332. "
28000206,0011-9059,Letter,2017-03-01,"Wiwanitkt V.Zika virus infection, issue on dermatological problem. Int J Dermatol. 2017 Mar; 56(3):e67-e68. "
28007828,1471-1893,Letter,2017-01-01,"Diniz D, Medeiros M, Madeiro A.Brazilian women avoiding pregnancy during Zika epidemic. J Fam Plann Reprod Health Care. 2017 Jan; 43(1):80. "
28008055,0036-8075,Editorial,2016-12-23,Mueller KL.A closed conformation for Zika virus enzyme. Science. 2016 Dec 23; 354(6319):1546-1548. 
28009384,1641-9251,Letter,2016-01-01,"Joob B, Wiwanitkit V.Sexual transmission of Zika virus: what is the issue for awareness? Int Marit Health. 2016; 67(4):260. "
28024678,0968-8080,Letter,2016-11-01,"Vélez AC, Diniz SG.Inequality, Zika epidemics, and the lack of reproductive rights in Latin America. Reprod Health Matters. 2016 Nov; 24(48):57-61. "
28028879,1046-7408,Comment,2017-02-01,"Rodriguez-Morales AJ.Zika virus, coinfections and placenta. Am J Reprod Immunol. 2017 Feb; 77(2) "
28030386,0002-936X,Editorial,2017-01-01,"Molyneux J.Top Health Stories of 2016: ACA, Opioids, Zika-Representation and Misrepresentation in a Post-Fact Era. Am J Nurs. 2017 Jan; 117(1):12-13. "
28031307,2169-575X,Letter,2016-12-28,Richardson E.Zika Travel Policies May Reduce Women's Leadership in Global Health. Glob Health Sci Pract. 2016 Dec 23; 4(4):696-697. 
28042993,1388-2457,Comment,2017-02-01,"Joob B, Wiwanitkit V.Congenital Zika virus infection: The tropical Asian perspective. Clin Neurophysiol. 2017 Feb; 128(2):289. "
28050965,1517-5693,Letter,2016-12-01,Wiwanitkit V.In times of Zika: getting pregnant or delaying plans. JBRA Assist Reprod. 2016 Dec 1; 20(4):259. 
28051775,0009-7330,Editorial,2016-11-11,Fleming I.Annexing AXL: Endothelial Cell Infection by the Zika Virus. Circ Res. 2016 Nov 11; 119(11):1149-1150. 
28056002,0149-2195,News,2017-01-06,Announcement: National Birth Defects Prevention Month and Folic Acid Awareness Week - January 2017. MMWR Morb Mortal Wkly Rep. 2017 Jan 6; 65(52):1495. 
28068395,1932-6203,Published Erratum,2017-01-09,"Wang H, Liu S, Zhang B, Wei W.Correction: Analysis of Synonymous Codon Usage Bias of Zika Virus and Its Adaption to the Hosts. PLoS One. 2017; 12(1):e0170128. "
28071614,0019-509X,Letter,2016-04-01,"Joob B, Wiwanitkit V.<i>In silico</i> analysis to predict lack of carcinogenicity of Zika virus. Indian J Cancer. 2016 Apr-Jun; 53(2):225. "
28074378,1867-1071,Comment,2017-02-01,Zare Mehrjardi M.Neuroimaging findings of Zika virus infection : Emphasis of the emerging global threat. Jpn J Radiol. 2017 Feb; 35(2):87-88. 
28075694,0028-4793,Letter,2017-01-26,"Chen L, Hafeez F, Curry CL, Elgart G.Cutaneous Eruption in a U.S. Woman with Locally Acquired Zika Virus Infection. N Engl J Med. 2017 Jan 26; 376(4):400-401. "
28087875,0094-3509,Letter,2016-11-01,"Mekala HM, Jayakumar P, Yeruva RR, Lippmann S.What can we do about the Zika virus in the United States? J Fam Pract. 2016 Nov; 65(11):756-757. "
28098126,1319-2442,Letter,2017-01-01,"Joob B, Wiwanitkit V.Zika virus infection: What should we know as nephrologists? Saudi J Kidney Dis Transpl. 2017 Jan-Feb; 28(1):186-187. "
28122169,1600-6135,Editorial,2017-02-01,Announcement: Guidance for U.S. Laboratory Testing for Zika Virus Infection: Implications for Health Care Providers. Am J Transplant. 2017 Feb; 17(2):572. 
28102133,0140-6736,Comment,2017-01-14,"Gérardin P, Cao-Lormeau VM, Musso D, Desprès P, Besnard M.Zika rash and increased risk of congenital brain abnormalities. Lancet. 2017 Jan 14; 389(10065):151-152. "
28102134,0140-6736,Comment,2017-01-14,"Vouga M, Musso D, Schaub B, Panchaud A, Baud D.Zika virus: are we going too far? Lancet. 2017 Jan 14; 389(10065):151. "
28102136,0140-6736,Comment,2017-01-14,"Victora CG, Castro MC, França GV, Schuler-Faccini L, Barros FC.Zika rash and increased risk of congenital brain abnormalities - Authors' reply. Lancet. 2017 Jan 14; 389(10065):152. "
28102537,0011-9059,Letter,2017-04-01,"Andersen LK, Azulay-Abulafia L, Davis MD.Zika virus: skin is commonly involved. Int J Dermatol. 2017 Apr; 56(4):e84-e86. "
28104310,0002-9378,Editorial,2017-03-01,Hershey DW.Testing for Zika in asymptomatic travelers at risk. Am J Obstet Gynecol. 2017 Mar; 216(3):208. 
28109676,0163-4453,Letter,2017-03-01,"Xiang B, Gao P, Kang Y, Ren T.Importation of Zika Virus in China: A significant risk in southern China. J Infect. 2017 Mar; 74(3):328-330. "
28117035,0014-2565,Letter,2017-04-01,Wiwanitkit V.Zika virus infection and the Olympic Games 2016. Rev Clin Esp. 2017 Apr; 217(3):178-179. 
28117038,0002-9343,Letter,2017-02-01,"Kulkarni SA, Strobelt E, Sargsyan Z.Capillary Fragility in Zika Virus Infection. Am J Med. 2017 Feb; 130(2):e59. "
28137716,0959-8138,Editorial,2017-01-30,"Dhillon RS, Srikrishna D, Jha AK.Containing Zika while we wait for a vaccine. BMJ. 2017 Jan 30; 356:j379. "
28137780,0021-9525,Comment,2017-03-06,"Valansi C, Moi D, Leikina E, Matveev E, Graña M, Chernomordik LV, Romero H, Aguilar PS, Podbilewicz B.<i>Arabidopsis</i> HAP2/GCS1 is a gamete fusion protein homologous to somatic and viral fusogens. J Cell Biol. 2017 Mar 6; 216(3):571-581. "
28143801,1876-0341,Letter,2017-01-29,"Houghton F.Zika, the Olympics, and golden opportunities. J Infect Public Health. 2017 Jan 29;  "
28152376,0014-6722,Letter,2016-01-01,Wiwanitkit V.Zika virus infection: what is the new problem? Rev Fac Cien Med Univ Nac Cordoba. 2016; 73(4):314. 
28156001,0265-9247,Letter,2017-04-01,"Joob B, Wiwanitkit V.Zika virus infection and Wolbachia (comment on DOI: 10.1002/bies.201600175). Bioessays. 2017 Apr; 39(4) "
28160965,0887-8994,Comment,2017-03-01,"Joob B, Wiwanitkit V.Fetal Magnetic Resonance Imaging of Fetus With Zika Virus Infection. Pediatr Neurol. 2017 Mar; 68:e1. "
28173851,2049-9957,Editorial,2017-01-31,"Doss CG, Siva R, Christopher BP, Chakraborty C, Zhu H.Zika: How safe is India? Infect Dis Poverty. 2017 Jan 31; 6(1):37. "
28195040,0140-6736,Comment,2017-02-11,The Lancet.Another kind of Zika public health emergency. Lancet. 2017 Feb 11; 389(10069):573. 
28196970,2222-1751,Letter,2017-02-15,"Darbellay J, Lai K, Babiuk S, Berhane Y, Ambagala A, Wheler C, Wilson D, Walker S, Potter A, Gilmour M, Safronetz D, Gerdts V, Karniychuk U.Neonatal pigs are susceptible to experimental Zika virus infection. Emerg Microbes Infect. 2017 Feb 15; 6(2):e6. "
28198171,0214-3429,Letter,2017-04-01,"Sánchez-Vázquez L, Crespí-Lloréns N, Gómez-Romero FJ, Gómez-García JM, Arencibia-Jiménez M, Navarro-Gracia JF.[Risk of transmission of Zika virus in Spain: an experience in a Health Department]. Rev Esp Quimioter. 2017 Apr; 30(2):134-135. "
28205300,0197-3851,Letter,2017-02-01,"Vouga M, Baud D, Schaub B.Comment on Associated ultrasonographic findings in fetuses with microcephaly because of suspected Zika virus (ZIKV) infection during pregnancy'. Prenat Diagn. 2017 Feb; 37(2):206. "
28205302,0197-3851,Letter,2017-02-01,Carvalho FH.Response to Associated ultrasonographic findings in fetuses with microcephaly because of suspected Zika virus (ZIKV) infection during pregnancy'. Prenat Diagn. 2017 Feb; 37(2):207-208. 
28210744,0037-5675,Comment,2017-02-01,"Lange JH, Cegolon L.Comment on: Zika in Singapore: insights from One Health and social medicine. Singapore Med J. 2017 Feb; 58(2):113. "
28235193,0092-8674,Comment,2017-02-23,Doms RW.What Came First-the Virus or the Egg? Cell. 2017 Feb 23; 168(5):755-757. 
28237492,1995-7645,Letter,2017-02-01,"Joob B, Wiwanitkit V.Immunological reactive rate to Zika virus in canine sera: A report from a tropical area and concern on pet, zoonosis and reservoir host. Asian Pac J Trop Med. 2017 Feb; 10(2):208-209. "
28240999,0717-6384,Letter,2017-02-24,"Torales J, Barrios I.The Zika virus beyond microcephaly: will we face an increase in mental disorders? Medwave. 2017 Feb 24; 17(1):e6869. "
28242036,0213-005X,Letter,2017-02-24,"Joob B, Wiwanitkit V.Long term persistence of Zika virus after the onset of symptoms. Enferm Infecc Microbiol Clin. 2017 Feb 24;  "
28244380,1473-3099,Letter,2017-03-01,"Musso D, Lanteri MC.Emergence of Zika virus: where does it come from and where is it going to? Lancet Infect Dis. 2017 Mar; 17(3):255. "
28274564,0022-5223,Editorial,2017-07-01,"Teruya J, Versalovic J.From Z to A: Putting Zika virus in perspective. J Thorac Cardiovasc Surg. 2017 Jul; 154(1):303-304. "
28274708,0002-9378,Letter,2017-07-01,"Joob B, Wiwanitkit V.Infant outcomes among women with Zika virus infection during pregnancy: observation on microcephaly. Am J Obstet Gynecol. 2017 Jul; 217(1):91-92. "
28288192,1932-6203,Published Erratum,2017-03-13,"Costa-da-Silva AL, Ioshino RS, Araújo HR, Kojin BB, Zanotto PM, Oliveira DB, Melo SR, Durigon EL, Capurro ML.Correction: Laboratory strains of Aedes aegypti are competent to Brazilian Zika virus. PLoS One. 2017; 12(3):e0174081. "
28290434,0028-3886,Letter,2017-03-01,"Joob B, Wiwanitkit V.Neurological problem due to Zika virus infection: What should be discussed? Neurol India. 2017 Mar-Apr; 65(2):439-440. "
28290436,0028-3886,Letter,2017-03-01,"Hajra A, Bandyopadhyay D, Hajra SK.Author's Reply: Zika virus: Some interesting points. Neurol India. 2017 Mar-Apr; 65(2):440-441. "
28293404,2035-3006,Comment,2017-03-01,Wiwanitkit V.Zika Virus Infection - Proposed Management Strategies. Mediterr J Hematol Infect Dis. 2017; 9(1):e2017016. 
28297081,0041-1132,Letter,2017-03-01,"Roth NJ, Schäfer W, Popp B, Stucki M, Fang R.Verification of effective Zika virus reduction by production steps used in the manufacture of plasma-derived medicinal products. Transfusion. 2017 Mar; 57(3):720-721. "
28300361,1351-8216,Editorial,2017-03-01,"Medina SS, Ozelo MC.Zika virus and inherited bleeding disorders. Haemophilia. 2017 Mar; 23(2):177-179. "
28316955,2235-2988,Comment,2017-03-03,"Yuan S, Luo Q, Zhang ZW, Li ZL.Commentary: Teratogenic effects of the Zika virus and the role of the placenta. Front Cell Infect Microbiol. 2017; 7:62. "
28327795,0037-8682,Editorial,2017-01-01,"Moraes FM, Esposito DL, Fonseca BA.Zika - The road from an obscure disease to an epidemic of information. Rev Soc Bras Med Trop. 2017 Jan-Feb; 50(1):1-2. "
28331858,2319-9644,Editorial,2017-01-01,"Ratanacharoensiri A, Huggins L, Johnson M, Patel I.Zika Virus: An Emerging Epidemic. J Res Pharm Pract. 2017 Jan-Mar; 6(1):1-2. "
28342826,1477-8939,Letter,2017-01-01,"Magalhães-Barbosa MC, Prata-Barbosa A, Robaina JR, Raymundo CE, Lima-Setta F, Cunha AJLAD.New trends of the microcephaly and Zika virus outbreak in Brazil, July 2016-December 2016. Travel Med Infect Dis. 2017 Mar - Apr; 16:52-57. "
28340908,1080-6032,Editorial,2016-12-01,Diaz JH.Preparing the United States for Zika Virus: Pre-emptive Vector Control and Personal Protection. Wilderness Environ Med. 2016 Dec; 27(4):450-457. 
28344113,0163-4453,Letter,2017-06-01,"Chia PY, Yew HS, Ho H, Chow A, Sadarangani SP, Chan M, Kam YW, Chong CY, Thoon KC, Yung CF, Li JH, Lye DC, De PP, Ng LFP, Yeo TW, Leo YS.Clinical features of patients with Zika and dengue virus co-infection in Singapore. J Infect. 2017 Jun; 74(6):611-615. "
28344115,0163-4453,Letter,2017-06-01,"Wong N, Ahmed A, Ahmed O, Elsanousi F, Veater J, Osborne J, Aarons E, Tang JW.A series of Zika virus cases imported into the UK 2016: Comparative epidemiological and clinical features. J Infect. 2017 Jun; 74(6):616-618. "
28347781,1477-8939,Letter,2017-01-01,"Villamil-Gomez WE, Sánchez-Herrera ÁR, Hernandez H, Hernández-Iriarte J, Díaz-Ricardo K, Castellanos J, de Jesús Villamil-Macareno W, Rodriguez-Morales AJ.Guillain-Barré syndrome during the Zika virus outbreak in Sucre, Colombia, 2016. Travel Med Infect Dis. 2017 Mar - Apr; 16:62-63. "
28357366,2311-2638,Comment,2016-06-27,"Caragata EP, Dutra HL, Moreira LA.Inhibition of Zika virus by <i>Wolbachia</i> in <i>Aedes aegypti</i>. Microb Cell. 2016 Jun 27; 3(7):293-295. "
28370583,1046-7408,Comment,2017-06-01,"Yasri S, Wiwanitkit V.Zika virus infection and cervical cytology specimen. Am J Reprod Immunol. 2017 Jun; 77(6) "
28372868,0887-8994,Comment,2017-06-01,"Garcia-Robledo JE, Rodriguez-Morales AJ.Fetal Imaging, Other Infectious Diseases Screening of Fetus With Zika Virus Infection and the Need for Long-Term Follow-Up. Pediatr Neurol. 2017 Jun; 71:e1. "
28380070,1553-7366,Published Erratum,2017-04-05,"Hirsch AJ, Smith JL, Haese NN, Broeckel RM, Parkins CJ, Kreklywich C, DeFilippis VR, Denton M, Smith PP, Messer WB, Colgin LM, Ducore RM, Grigsby PL, Hennebold JD, Swanson T, Legasse AW, Axthelm MK, MacAllister R, Wiley CA, Nelson JA, Streblow DN.Correction: Zika Virus infection of rhesus macaques leads to viral persistence in multiple tissues. PLoS Pathog. 2017 Apr; 13(4):e1006317. "
28384812,0098-7484,Comment,2017-04-04,"Lucey D, Cummins H, Sholts S.Congenital Zika Syndrome in 2017. JAMA. 2017 Apr 4; 317(13):1368-1369. "
28397374,1046-7408,Comment,2017-07-01,"Rodriguez-Morales AJ, Culquichicón C.The need for enhancing the message: Screening for Zika, STORCH, and other agents and co-infections should be considered and assessed. Am J Reprod Immunol. 2017 Jul; 78(1) "
28402236,0028-4793,Letter,2017-04-20,"de Oliveira WK, Carmo EH, Henriques CM, Coelho G, Vazquez E, Cortez-Escalante J, Molina J, Aldighieri S, Espinal MA, Dye C.Zika Virus Infection and Associated Neurologic Disorders in Brazil. N Engl J Med. 2017 Apr 20; 376(16):1591-1593. "
28417013,2056-5968,Published Erratum,2017-04-11,"Wu Y, Liu Q, Zhou J, Xie W, Chen C, Wang Z, Yang H, Cui J.Erratum: Zika virus evades interferon-mediated antiviral response through the co-operation of multiple nonstructural proteins <i>in vitro</i>. Cell Discov. 2017; 3:17014. "
28417097,2332-8940,Comment,2016-08-05,"Peron JPS, Braga PCBB.Zika-related microcephaly in experimental models. Temperature (Austin). 2017; 4(1):13-14. "
28422053,1661-7827,Published Erratum,2017-04-19,"Wong LP, Alias H, Aghamohammadi N, Sam IC, Abu Bakar S.Erratum: Wong, L.P., et al. The Self-Regulation Model of Illness: Comparison between Zika and Dengue and Its Application to Predict Mosquito Prevention Behaviours in Malaysia, a Dengue-Endemic Country Int. J. Environ. Res. Public Health 2016, 13, 1210. Int J Environ Res Public Health. 2017 Apr 19; 14(4) "
28423096,0036-4665,Letter,2017-04-13,"Silva JVJ Júnior, Lopes TRR, Oliveira-Filho EF, Oliveira RADS, Gil LHVG.Perspectives on the Zika outbreak: herd immunity, antibody-dependent enhancement and vaccine. Rev Inst Med Trop Sao Paulo. 2017 Apr 13; 59:e21. "
